Sentiment,SentimentText
1,- @MelbourneVixens Awesome 4th quarter ladies! Great game
0,@monique4ever is messing with my mind.
1,@netfart quite the opposite
1,"- @nikkofelipe night, and thanks for the call"
0,@ohhushaubrey it makes me wanna cry
1,"@PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo"
1,@PhillMason @Philoscribe Thank you. I am genuinely grateful
1,- @PinkElephant73 So pretty much you look like a candy floss machine today
1,@prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv
0,Dont Wanna Leave NY Today.
0,' dont worry about the for amigos!! there still hangin in there'   &lt;//3
0,down to 3k in chips.
0,"downloaded one movie yesterday and having some problem with that ,  i thnk i deserve that..."
0,Driving Lizzie to the airport. Say good bye Lizzie.
1,-- DT tonight; DT tomorrow day &amp; night   beauty.
0,dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won't hate on ur ass.
0,- eaten some steak!!! im feeling good! much better!! missing my lady though
0,eating my last wizz fizz
0,ECL all day to try to cram all of this organic chemistry back into my head. Final tomorrow. ugh
0,eff that bitch at Dunkin Donuts
1,"elise and melanie are the SHIZ,"
0,ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!
0,emotional.
0,"Everton F.C. just got beat in the Finals of the F.A. Cup against Chealea F.C. Oh well, at least we got to the finals and played well!"
0,everton. oh well. lol.
0,every fucking day
0,every one i was talking to on msn has gone offline  and i won't be able to talk till them tomorrow  i feel lonely :'( x
1,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days
0,"every time i leave my room,i miss bubu sending me a msg and then he's gone,same on my side.its been hapnin all day...universe?!!mxit then"
0,everyones drunk but me
0,everyones dying or bordeirlne on SVU
0,Exams.....help !
0,expensive car repairs
1,Explore twitter
0,F%$&amp;ing Red Wings!
0,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
0,failing at everything i should just give up now....
1,Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
0,famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day
0,Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd
0,fcukk you!
0,fedex will be kicked out of the french open ...
0,feelin very pessimistic ):
0,feeling a litle sad
0,feeling all sad leaving mumbai...
0,feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared
0,Feels bad for Cali... poor thing.
0,female model tortured by prince http://tinyurl.com/mbmanohara
0,ferrets are much cooler than fishes.
1,FIELD TRIP TODAY  LEAVING NOW :3
1,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !"
0,Finally managed to check the Euromillions results......NO ï¿½89 million for me I'm afraid :[   Oh well...you gotta be in it to win it!
0,"finding out the Hollywood Video i frequent, is not re-model-ing, and is in fact, closed  *cancels account* so much 4 super cheap DVDs"
0,@PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo
0,@richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously
1,@rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle
1,"@SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name."
1,"@Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p"
0,@sf_giants bullpen loses lead
1,@ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.
0,@Spiral_galaxy @YMPtweet i mean we have the best religion the only thing that we have to do is to follow it the right way
0,@StephenHDunn bows out of the Raid. &quot;Dunn&quot; his back Inn. Speedy recovery mate.
1,@stevijean yeahuhh
0,"@sylvanus is having the worse day ever. Boss is spazzing out at work and finally done with a late night photo shoot, only to have a flat"
0,@tahninial just called me a cheeseburglar. He made me sad
0,@taylorswift13 didnt win the first award she was nominated for. Oh well.. Shes tied for most nominations.
0,"@Tellman says, &quot;Crush the Commies&quot; = sad. My grandfather, RIP, was a Commie @Tellman"
0,- @TendaiJoe well none of us are getting out of here alive but we would like to stay a while.I wish people would stop killing each other
0,@the_prodigy AND @NKOTB in Boston 2day Boo!! Roll on summer already!!! x
0,@therealglambert sorry...got carried away with gossip  on another note: Pass on a Hippo Birdie &amp; a big koala hug to KRIS for me! xoxo K
0,"@thesmartmama I have no office. I know this is hard to believe, but people don't want to employ me."
1,@ThisChicsFlava: @DaPrbmChild lmao&lt;3
0,@tommcfly hi when ur back &amp; when ur next in mk i am gona need 1 of your really good hugs that only you and my friend liam can give ok.
0,"@tweetdeck lost my groups, and thats not a good thing with 23k followers"
0,@WeeLaura Guardian UK: 12 students reported killed in crackdown after violent clashes in #Iran http://bit.ly/wHLBv
0,"@YMPtweet @Spiral_galaxy  but so badly no one does , i know that there is more but that's what i got so far"
1,"@zeldman just said on Flickr re a Mac that wouldn't install OS X (yes): &quot;As user-focused design goes, this is an exploding colostomy bag&quot;"
0,__cheer up emo kid.
1,~ LVATT IS COMMING!!! ~
0,= next few days
1,=] happy sunday =]
0,1 dinger in and I so regret popping that pill...
0,"1 month of bed by 1:30AM, already failing as you can see"
0,2 days I haven't tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type
0,2 hear about jon n kate...couples should steer clear of those reality shows! just say no!
1,--- 2009 NCAA National Softball Champions UW Huskies
0,"2nd item did not arrive, am still waiting for it to show in my aramex web page."
0,Finished my paper!!!!!!!!!! But............   smh
1,first days are always good..wish my dentist gave me more hours though
0,fone off....cant talk 2 my love....imu marcus!!!!!
0,"for the fact that *I* didn't get any work done, not that you all did."
0,"forgot XBL was off today, was about to check to see if a game was on XBLA that I wanted to buy  oh well, maybe tomorrow"
0,found a mosquito bite.  (Those tend to get really swollen and red for me)  Distracting myself with caffeine
1,Found a way to make this Private woot woot
0,Four more fake people added me. Is this why people don't like Twitter?
0,frank iero should be the sexiest vegetarian 2009.
0,"french lost, #fb"
0,fuck man .i hate this. =O. work suckss :'(
0,"fuck you, :]"
0,"- fuck, my money is running out &amp; i have no jobs..."
0,fuck. I am an ugly person.
1,fucking rur mom
1,"- Fwd: Good Morn,happy birthday !  regardless of what ppl said yesterday,they don't realize what happend behind the scene.One of the  ..."
0,gah. so much less ok than i was trying to tell myself i was.
0,GCSE's clearly suck.
0,- Geez Chelsea already scored against Everton   1-0
0,gerald lost a friend............idk what to say........this is like day 2 of crazy events.......
0,getting &quot;goodbye&quot; e-mails from #Iran #iranelection
1,-- getting a Mani + Pedi with the husband!
1,getting a webcam today.
0,"- Getting ready to leave for Spring City, TN - @EzraJane I'm going to miss your show tonight..."
1,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue!
0,girls girls. don't fight! you both can have me! there's enough to go around!
0,gnight my phone sucks Bleh
1,-- g'night tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM
0,go away migraine!!! you are not welcome!!!
0,go away rain.
1,go follow my personal twitter! @nikkidallasen
1,Go Wings! FTW!
1,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x
1,going home to see my baby   [dont be ashamed of your faith]
1,going out for dinner with the family
0,going to bed
1,going to bed.
1,- going to bed.
0,going to get piï¿½a colada mix to wallow in my sorrows
0,"going to have such a bad day, I love my x3 I can't believe I backed into someone"
0,going to lay down. Fuck tonight
1,Going to London Expo this weekend  Can't wait !
0,going to master classes without my car... I miss you my VW!!!
1,"- goingg to sleep  school , then out for pizzaa!"
0,gonna miss jesse mccartney's live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml
1,"Gonna WoW for a bit. Later, Twitter &lt;3"
0,good luck!!
1,good morning lovely!
1,good morning/afternoon. Things will be great today.
1,@only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!
1,@pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List
1,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope you're feeling better now?"
0,"- @PJ - @alexjreid's family friend who died is also my old art teacher  very sad, he was a madcap teacher we all liked"
1,@rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM
1,- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious
1,"@reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ"
1,@remysoon
0,@saharabloom got off lazy bum and did Chalean burn intervals. I turned a fascinating shade of puce. Wondered where all the oxygen went .
1,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam!
0,@shanedawson i'm sad now i leave for 2 hours and u didn't even miss me  anywho um i still luv u and whats with getting a frozen turkey?
1,@ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u
1,@sonjatweet ur hot
1,"@ssandall That's it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!"
1,@TheNotoriousJEN
1,@tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.
1,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn't miss anyone."
1,' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience
1,"@yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N"
0,"@YMPtweet @Spiral_galaxy but so badly no one does , i know that there is much more but that's what i got so far"
1,"@Zaius13 If it weren't for unspeakable things, I don't know what I'd do. http://tr.im/mX1N"
1,_BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers
1,~ cooking!!!
1,~ ncis!!!
1,- 1 follower WOW!
1,100 followers!  YAY!
1,11:11 makee a wishhh ;)&lt;3 GOODNIGHT
1,11:11. I know what I'm wishing for!
1,- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets
0,"2 days of this month left, and I only have 400MB left on my onpeak downloads."
0,2 more weeks of classes and 1 week of exam blockk then HOLIDAYS!!! holland and then on to australia x
0,2 weeks!!!!
1,21 days of no twittering and i'm back. -.- i think.
0,2morrow last day of skool! i'm gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3
1,30 lbs lost since Feb. Still have a lot more to go.
0,"4 more minutes of lunchtime left, bad times. But my @jonasbrothers album has arrived. Yay."
1,"Good Night ! Okay, I got really nothing to say."
1,Good night! Arrgghhhh 5-2 B.P. Do work boys!
1,good to hear from you
1,good weekend
0,Goodbye CWG of my life.
0,goodbye hair length
1,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.
1,gooooood morning my twitter friends!  Have a nice sunday
1,Gossip girl tonight!!!
0,got burned really bad due to constantly being too wet to reapply sunscreen
1,Got Escala's new album now.  T'is very good
1,Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow
0,got sunburnt today. another day in paradise! been for 2 swims in the ship's pool!
0,got to work at 7:00am! ughhhh longgg day ahead of me!
1,gotta love her. glad she had fun. looking forward to the beach w/ her!
0,"Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!"
0,great  just fucking great
1,- Great day people-watching in Berkeley with my bro  I love him.
0,Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR
0,great my dad locked himself out of his car n its on... N we are 5 hours from home
1,great nite
1,"Great tights, good outfit! http://lookbook.nu/look/160916"
0,"great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S"
1,Great.  ? http://blip.fm/~7df6m
0,Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness
0,- grr you've changed. i don't like it. you haven't called me momo in a week
0,"grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]"
0,gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!
0,guess it's gonna be a lonely night for me.. Someone save me please!
0,guess who im missing
0,gutted i hope it comes soon !
0,guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.
0,h dont know who to go to teh movies with Sir. Lolz alot ^o^
1,"had a good night, love my best buds in the world!!! adamcheeeserosie"
1,had a Really good night!!! Stoked for things to come!!!
1,had an ok day. it went by fast.
0,Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.
0,had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry
0,had to cancel a great day I had ahead of me today.....
0,had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK
1,hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud.
1,haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)
0,6........tomorrow's  a new day...
1,63/100 for my MSC120 Assignment that was incomplete!!!! Relief
0,a baby fell flat on his face and started bawling because of me  forgot that he is wobbley!
0,"A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ"
0,"a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing.."
0,About to leave Newcastle ):
1,actually I might be crazy 'cause I love my job.
1,"actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all's gd"
1,ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!
0,ah I can't stop crying I hate seein my dog having attacks
0,ah well im sure we'll be fine
0,ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out
0,ahhh this sucks
0,ahhhhh this is the worst thing to ever happen to me
0,ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!
0,alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
0,"All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet."
0,all my bestfriends are leaving!
0,all my friends seem to be with kittens or eating ice cream. this monday is for the birds.
0,all my texts were deleted by landi :/ i miss certain ones a lotttt
0,all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.
0,all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner.
0,all the firends i make in the airport has to leave before i do...
0,all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..
0,alllways raining in aberdeen here i come sunnnnshine
1,"alright back onto being bored. going to bed any time soon, have to get up early."
0,am I a loner?
0,Am racit...
0,Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...
0,amy hit me cos i call her drink lady
0,and a shocker for those who left sytycd tonight. One run cut too short.
1,and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5
1,and I dunno why but with you I'd dance in a storm in my best dress.
0,AND maths exam tomorrow; just to make life even bettter....
0,and our second flight is canceled.
1,- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon!
0,- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[
0,"2pm, lunchtime is over and da boss is back in town..."
0,3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.
0,30stm playin at london tommorow &amp; only london in england
0,4's reallyy??? #PakCricket
1,- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia
0,60 followers NOW!  .....yesterday 62
0,68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.
0,- 8 DAYS TILL SCHOOL HOLIDAYS END
0,- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy.
1,a goodmorning back at cha @moovmnt
0,a lot of hacks is garena server but the games there are fun
1,a perfect weekend
1,a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.
0,"adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?"
1,adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]
0,after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.
0,"After turning my fan club into a religion, it lost two members."
0,again..cause india is definitely out.. ==
0,Ah well I'm having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*
0,"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah!"
1,aint i supposed to be happy ...
0,"alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)"
0,"Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby."
1,"all done., time to finally start shuting down"
0,all good things must come to an end.. bye bye Hamptons
0,All i can say is DAM IT TO HELL!!!!!!!!!!!!
0,all I have to say is sorry =\ &amp;&amp; even though were still togther I feel so far apart...
1,"all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*"
1,- all the snow is gone... that didn't take long...
0,all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL
1,almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu
0,almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin
0,-- almost wishing i didnt volunteer to teach VBS this yr. i do need a break
0,Alone and invisible
0,aloneeeeeeeee
1,"also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!"
0,Alton towers with the school on Friday  although we need to leave at 5am
1,am 200 updates in Twitter #stats
1,am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.
1,haha. Someone i don't even know made me laugh. ryan ross = win.
0,hair looks dorky. Oh well.
0,hand ball again by wynne.. Dc scores on penalty.. BS 3-3
1,Hanging out with Steven Mohler on Sunday! ah :]
0,hangover not good..
1,happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog
1,happy face.
0,happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.
1,happy that its sunny
1,happy to see him
1,happy with the way thing are goingg
1,"Happy, knowing my friends are still my friends."
1,happy. spending time with mum
0,harsh shisha
0,has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x
1,- Has Just Got Up &amp;+ Is Listening To Good Charlotte
0,- has obvisously just lost the game yet again...
1,has something very special in mind &lt;333
0,hate my life..hate coming home..
0,hates the fact that she has to work instead of going dress shopping with my cousin!!!
0,- hates waiting and equally hates job hunting!
0,have a headache...
1,Have a Nice Day!
1,have a nice day... cause i will!
0,Have sooo much to revbise I don't even get to go church. Boo to exams
0,have to get up a 3:00am tomorrow
0,have to take car to mechanic fml.  #talesfrmsurbs
1,havent updated in forever
0,havin a bad hair day ; an the weather is not helpin my mood at all !! ..
1,havin fun my friend?
0,- having a bad day !
0,"Having a terrible day, hope everyone else is doing better off than we are at the store."
0,having the biggest thought right now
0,having to get tooth pulled - on the bright side problem solved
0,- having to stay up and watch my sister throw up. she is so very hammered. and this is really not fun...  long night for me. hmmm.
0,he didn't answer and his voicemail box is full.  Dammit.
1,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly"
1,Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3
1,hee hee. your so weird. and i did NOT shiver.
0,Heroes is losing it's momentum ): come on writers pick it up!!!
1,"Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment..."
1,hey...i'm back..if someone want to talk.. here i am.
0,hiccuuppsss
0,"his gone for a month in the middle of winter... first day and im lost already... 1 down, 29 to go.... hurry up"
0,History Final Review..Still Not Done.
0,hm.. Can I be the nut?
1,hmm emotionless
0,hmph...text me...
1,Home finally.Making fettuccine and relaxing my sore feetsies!
1,Home sweet home (: finally back XD
1,homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ?
0,another year older
1,any comment on the latest star trek movie? is it nice?
1,"any day now, any way now. I Shall Be Released."
0,Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!
1,AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0
0,-- Apparently I have to wait til June 5  I want some of Paolo's Candy nooooooooow
0,apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8
0,apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8
0,Apple has delayed the release of OS3! http://bit.ly/2lwpll
1,Apple store... BBL ~
0,"are selena gomez &amp; taylor lautner going out, that just ruined my day"
1,Are you going to be taking photographs tonight??? :O
1,ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!
0,"at david eddings dieing, a brilliant author and will miss his skilled penmanship"
1,AT LAST!! Successful deployment complete.  Soo.....what do I do now?
0,At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection
0,at tegus x 2 days only
0,- at the apple store again today because Jonathan did not wake up early and now needs his phone.
0,at the clouds and the threat of rain in Savusavu!
0,at work until 4
1,At work.. having a postive attitude!!
0,Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s
0,"aw , he had to get off the phone *sigh* oh well. time to go masturbate now &gt;_&gt; Or call adam..idk. Goodnight."
0,aw my loopt didn't upload the pic. I wanted 2 show u guys the art.
1,awesome
1,awesome day! soooooooooooooo happy &lt;3
1,"awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!"
1,Awesome. &lt;3 TEDDY! &lt;3
1,aww dont make me blush!
0,aww i already did
0,aww I just saw a decapitated baby dear on the side of the road that made me sad.
0,awww i hope u can get it.
0,awww man. This suckd
1,Baby strampelt fast im Takt (New Soul - Yael Naim)
0,back from native...
1,"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV"
0,back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9
0,back to sch tmr
0,Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess
0,bad day
0,bad day already
0,bad headache
0,bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.
0,bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.
0,"bah, I'm getting a bit sick of people whining on the internet."
0,bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.
0,"battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t"
1,hope you all are having a good day/night.............. :-D
0,hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.
0,How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse
0,how can someone hurt someone soo much ........aspecially to family!!!!
0,how horrible  R.I.P Georgia Theater
0,HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.
0,how much longer is this going to go on?
0,how much rain can we take?
0,http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3
0,http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.
0,http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful.
0,hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...
0,i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.
1,i agree @OasisStasis
1,i am back
1,"I AM BORED, and ew. My dog just killed an insect!"
0,i am crying you all a river...
1,I am falling in love with Stockington - such a witty wise meow meow!! ^^
1,i am musical today!
0,I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.
0,"i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :'( y cant they make me better?"
1,i am very happy today! and i don't why?
0,I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.
1,i beat you video on youtube
0,"- I can almost hear my wallet saying &quot;I'm here, I'm here!&quot;... but I can't find her!"
0,I can already tell that it's going to be one of *those* days...
0,I can find my eye shadow pursh!! :'(
0,I can't deal with this again...
0,- I can't find my name badge
0,i cant get kristen srewart to add me lol she prob  thinks im a stalker lol
0,I can't get my new picture to show up
0,i can't go. too much to do.
0,I can't hear a damn word that TBS is singing
0,I cant make it today
0,I Cant Stand Ma Brother He Got The New Jordans I Want... *tear*
0,I can't wait til my lil man is here...11 more weeks!
1,i can't wait to go home and watch danny phantom! While talking to stephen
1,I can't wait to go to Las Vegas! 20 more days! OMG!
1,I Cant wait to watch britians got talent !!!!!! I dont like holly :O
0,- i could have stayed...  - CELL
0,"I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow."
0,i didnt get head boy. Oh well...x
0,"i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol"
0,I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /
0,AM meetings suck!!
0,am so upset but i wont tell you!
0,am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine's: http://snurl.com/kixxt
1,amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday
1,An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM
0,And I have to get going #MCRchat
0,And so it begins again... I'll be at Subway if you need me. Sigh sigh sigh.
0,- Animal Crossing crashed on me after 50 minutes of work.  At least I still have my silver shovel.
0,another day of running!! ......Today is fresh to death Friday (everyday is fresh to death Friday 4 me) Ha Ha lol!!!!
0,Another eye infection. My left eye is contaminated I swear. I get eye infections every month haha.
0,another one... and ill expect more to come... way to go dy... aarrrrggghhhhh!
0,another Saturday without MO. Glad Rachel is coming over!
0,ants are evil!
1,"- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson"
0,apparently going to rain. Please Don't rain. stay sunny. please  x
0,APPARENTLY YOU ONLY NEED LIKE 10 LINES ON THE LAST QUESTION! I DID A WHOLE PAGE! UGGGGGGGHHHH
0,arghhhhhhhhhhhhhhh
1,Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker
0,as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what
1,- At a cabaret with my family; I love them!! .. In my comfort zone
0,at Atl's trance scene.
1,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty.
0,at Katy Perry delaying her Birmingham gig for nearly 3 months.
0,At least today is ok.
1,- at my grandmas eating good.
0,at the doctors. -Ian
0,"at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/"
1,at the manila right now.
0,at when Pac got shot in vegas
0,at work
0,at work... *tears*
0,aw damn somebody hit tiffany on nxt weeks episode or somethin?? Hellllllll no I'm def watchin nxt week lol
0,aw i hate my heart sooo soo much. but it's ok.
0,"- aw, just missed Kim Possible..."
0,"awwe it's over. But for shuch a short storm we had it all, thunder, lightning, wind, a little bit of rain, &amp; a  brief blackout. More!"
0,Awww cmon moodswings..
0,babe i miss you! How was wet n' wild?
0,baby ethans leaving for the PI tomorrow.
0,baby. I'm so sorry your back hurts. Maybe when you come here i can oil you up and rub you down ;)
0,back freakin hurts.
1,back from shower.
0,back to college for me now havnt had any sleep very tierd! hope its nice and sunny 2day
1,back to hotel. time to start work
0,back to maths. i wish i could stab it. but at least i have another red bull
0,BB is on again soon..... ARGH!!
1,BBL ppl ~ have to go to school~
0,being grounded sucks
0,belllly ache.
0,bestee went to get pamperd wit out me (sike) she invited me but me not in the mood. i still &lt;3 her tho!!!!
